Aula;Subtítulo;Vídeo;Videoaula;Duração
Aula 10;Concordância Verbal e Nominal.;13;Concordância: Sujeito Simples, Sujeito Composto, Pronome Relativo;01:09:54
Aula 10;Concordância Verbal e Nominal.;14;Concordância: Sujeito Oracional, Sujeito Partitivo e Oração Sem Sujeito;28:35
Aula 10;Concordância Verbal e Nominal.;15;Observações e Questões;01:04:03
Aula 10;Concordância Verbal e Nominal.;16;Concordância Nominal - Parte 01;22:52
Aula 10;Concordância Verbal e Nominal.;17;Concordância Nominal - Questões Parte 01;22:31
Aula 10;Concordância Verbal e Nominal.;18;Concordância Nominal - Parte 02;36:25
Aula 10;Concordância Verbal e Nominal.;19;Concordância Nominal - Questões Parte 02;28:36
Aula 10;Concordância Verbal e Nominal.;20;Concordância Nominal - Questões Parte 03;23:05
Aula 10;Concordância Verbal e Nominal.;21;Concordância Nominal - Questões Parte 04;49:34
Aula 10;Concordância Verbal e Nominal.;22;Concordância Nominal - Parte 03;39:50
Aula 10;Concordância Verbal e Nominal.;23;Concordância Nominal - Questões Parte 05;22:33
Aula 10;Concordância Verbal e Nominal.;24;Concordância Nominal - Parte 04;24:03
Aula 10;Concordância Verbal e Nominal.;25;Concordância Nominal - Parte 05;28:51
Aula 10;Concordância Verbal e Nominal.;26;Concordância nominal - Questões Parte 06;25:35
Aula 10;Concordância Verbal e Nominal.;27;Concordância nominal - Questões Parte 07;17:56
Aula 11;Regência verbal e nominal. Crase.;1;Regência Verbal - Parte 01;53:02
Aula 11;Regência verbal e nominal. Crase.;2;Regência Verbal - Parte 02;46:37
Aula 11;Regência verbal e nominal. Crase.;3;Regência Verbal - Questões de Concurso - Parte 01;42:26
Aula 11;Regência verbal e nominal. Crase.;4;Regência Verbal - Parte 03;14:40
Aula 11;Regência verbal e nominal. Crase.;5;Regência Verbal - Questões de Concurso - Parte 02;23:33
Aula 11;Regência verbal e nominal. Crase.;6;Regência Verbal - Questões de Concurso - Parte 03;16:06
Aula 11;Regência verbal e nominal. Crase.;7;Regência Verbal - Questões de Concurso - Parte 04;39:38
Aula 11;Regência verbal e nominal. Crase.;8;Regência Verbal: Pronomes Relativos - Parte 01;31:07
Aula 11;Regência verbal e nominal. Crase.;9;Regência Verbal: Pronomes Relativos - Parte 02;52:06
Aula 11;Regência verbal e nominal. Crase.;10;Regência Verbal: Pronomes Pessoais - Parte 01;12:23
Aula 11;Regência verbal e nominal. Crase.;11;Regência Verbal: Pronomes Pessoais - Parte 02;19:58
Aula 11;Regência verbal e nominal. Crase.;12;Regência Verbal: Pronomes Pessoais - Questões de Concurso - Parte 01;30:40
Aula 11;Regência verbal e nominal. Crase.;13;Regência Verbal: Pronomes Pessoais - Questões de Concurso - Parte 02;26:03
Aula 11;Regência verbal e nominal. Crase.;14;Regência Nominal - Parte 01;08:23
Aula 11;Regência verbal e nominal. Crase.;15;Regência Nominal - Parte 02;09:43
Aula 11;Regência verbal e nominal. Crase.;16;Regência nominal - Questões - Parte 01;17:02
Aula 11;Regência verbal e nominal. Crase.;17;Regência nominal - Questões - Parte 02;39:03
Aula 11;Regência verbal e nominal. Crase.;18;Emprego do Acento Indicativo de Crase - Parte 01;50:51
Aula 11;Regência verbal e nominal. Crase.;19;Emprego do Acento Indicativo de Crase - Parte 02;41:10
Aula 11;Regência verbal e nominal. Crase.;20;Emprego do Acento Indicativo de Crase - Questões de Concurso - Parte 01;01:01:12
Aula 11;Regência verbal e nominal. Crase.;21;Emprego do Acento Indicativo de Crase - Parte 03;19:17
Aula 11;Regência verbal e nominal. Crase.;22;Emprego do Acento Indicativo de Crase - Parte 04;28:54
Aula 11;Regência verbal e nominal. Crase.;23;Emprego do Acento Indicativo de Crase - Questões de Concurso - Parte 02;22:06
Aula 11;Regência verbal e nominal. Crase.;24;Emprego do Acento Indicativo de Crase - Questões de Concurso - Parte 03;09:57
Aula 11;Regência verbal e nominal. Crase.;25;Emprego do Acento Indicativo de Crase - Questões de Concurso - Parte 04;14:35
Aula 11;Regência verbal e nominal. Crase.;26;Emprego do Acento Indicativo de Crase - Parte 05;41:16
Aula 11;Regência verbal e nominal. Crase.;27;Emprego do Acento Indicativo de Crase - Parte 06;03:56
Aula 11;Regência verbal e nominal. Crase.;28;Emprego do Acento Indicativo de Crase - Questões de Concurso - Parte 05;12:21
Aula 11;Regência verbal e nominal. Crase.;29;Emprego do Acento Indicativo de Crase - Questões de Concurso - Parte 06;15:18
Aula 11;Regência verbal e nominal. Crase.;30;Emprego do Acento Indicativo de Crase - Parte 07;29:33
Aula 11;Regência verbal e nominal. Crase.;31;Emprego do Acento Indicativo de Crase - Questões de Concurso - Parte 07;03:28
Aula 11;Regência verbal e nominal. Crase.;32;Emprego do Acento Indicativo de Crase - Questões de Concurso - Parte 08;10:52
Aula 11;Regência verbal e nominal. Crase.;33;Emprego do Acento Indicativo de Crase - Questões de Concurso - Parte 09;59:39
Aula 12;Mecanismos de coesão e coerência textuais.;1;Causa e Consequência - Parte 01;43:16
Aula 12;Mecanismos de coesão e coerência textuais.;2;Causa e Consequência - Parte 02;21:47
Aula 12;Mecanismos de coesão e coerência textuais.;3;Coesão e Coerência;30:26
Aula 12;Mecanismos de coesão e coerência textuais.;4;Conjunções, Coesão e Coerência - Questões - Parte 01;31:36
Aula 12;Mecanismos de coesão e coerência textuais.;5;Conjunções, Coesão e Coerência - Questões - Parte 02;29:22
Aula 12;Mecanismos de coesão e coerência textuais.;6;Conjunções, Coesão e Coerência - Questões - Parte 03;19:26
Aula 12;Mecanismos de coesão e coerência textuais.;7;Conjunções, Coesão e Coerência - Questões - Parte 04;35:05
Aula 12;Mecanismos de coesão e coerência textuais.;8;Conjunções, Coesão e Coerência - Questões - Parte 05;23:08
Aula 12;Mecanismos de coesão e coerência textuais.;9;Reescrita com Conectores;11:26
Aula 12;Mecanismos de coesão e coerência textuais.;10;Coesão, Coerência e Reescritura - Questões - Parte 01;17:09
Aula 12;Mecanismos de coesão e coerência textuais.;11;Coesão, Coerência e Reescritura - Questões - Parte 02;04:26
Aula 12;Mecanismos de coesão e coerência textuais.;12;Coesão, Coerência e Reescritura - Questões - Parte 03;13:38
Aula 13;Semântica. Significação das palavras.;1;Significação contextual de palavras e expressões;17:04
Aula 13;Semântica. Significação das palavras.;2;Significação contextual de palavras e expressões - Questões de Concurso;21:45
Aula 13;Semântica. Significação das palavras.;3;Sentido Próprio e Sentido Figurado;19:44
Aula 13;Semântica. Significação das palavras.;4;Sentido Próprio e Sentido Figurado - Questões - Parte 01;38:56
Aula 13;Semântica. Significação das palavras.;5;Sentido Próprio e Sentido Figurado - Questões - Parte 02;44:13
Aula 13;Semântica. Significação das palavras.;6;Sentido Próprio e Sentido Figurado - Questões - Parte 03;11:54
Aula 13;Semântica. Significação das palavras.;7;Sentido Próprio e Sentido Figurado - Questões;37:36
Aula 13;Semântica. Significação das palavras.;8;Sentido Próprio e Sentido Figurado - Questões - Parte 05;33:17
Aula 13;Semântica. Significação das palavras.;9;Sinônimo e Antônimo - Parte 01;53:30
Aula 13;Semântica. Significação das palavras.;10;Sinônimo e Antônimo - Parte 02;28:08
Aula 13;Semântica. Significação das palavras.;11;Sinônimo e Antônimo - Questões Concursos;32:25
Aula 13;Semântica. Significação das palavras.;12;Sinônimo e Antônimo - Questões Concursos - Parte 02;14:11
Aula 13;Semântica. Significação das palavras.;13;Semântica: Hiperonímia e Hiponímia;39:56
Aula 13;Semântica. Significação das palavras.;14;Questões de Concurso - Semântica: Hiperonímia e Hiponímia - Parte 01;32:33
Aula 13;Semântica. Significação das palavras.;15;Questões de Concurso - Semântica: Hiperonímia e Hiponímia - Parte 02;37:53
Aula 13;Semântica. Significação das palavras.;16;Questões de Concurso - Semântica: Hiperonímia e Hiponímia - Parte 03;21:37
Aula 13;Semântica. Significação das palavras.;17;Homônimos e Parônimos;23:08
Aula 13;Semântica. Significação das palavras.;18;Homônimos e Parônimos - Questões de Concursos - Parte 01;15:49
Aula 13;Semântica. Significação das palavras.;19;Homônimos e Parônimos - Questões de Concursos - Parte 02;50:41
Aula 13;Semântica. Significação das palavras.;20;Polissemia - Parte 01;35:32
Aula 13;Semântica. Significação das palavras.;21;Polissemia - Parte 02;24:04
Aula 13;Semântica. Significação das palavras.;22;Questões de concurso - Polissemia - Parte 01;36:21
Aula 13;Semântica. Significação das palavras.;23;Questões de concurso - Polissemia - Parte 02;37:20
Aula 13;Semântica. Significação das palavras.;24;Ambiguidade;44:12
Aula 14;Compreensão e interpretação de textos. Tipologia textual. Funções da linguagem;1;Tipologia Textual;24:09
Aula 14;Compreensão e interpretação de textos. Tipologia textual. Funções da linguagem;2;Tipologia - Exercícios de Fixação;29:33
Aula 14;Compreensão e interpretação de textos. Tipologia textual. Funções da linguagem;3;Dissertação Expositiva e Argumentativa - Teoria;29:26
Aula 14;Compreensão e interpretação de textos. Tipologia textual. Funções da linguagem;4;Dissertação Expositiva e Argumentativa - Teoria e Questões;37:38
Aula 14;Compreensão e interpretação de textos. Tipologia textual. Funções da linguagem;5;Modalizador - Teoria;20:53
Aula 14;Compreensão e interpretação de textos. Tipologia textual. Funções da linguagem;6;Modalizador - Questões;42:50
Aula 14;Compreensão e interpretação de textos. Tipologia textual. Funções da linguagem;7;Texto Injuntivo - Parte 01;35:31
Aula 14;Compreensão e interpretação de textos. Tipologia textual. Funções da linguagem;8;Texto Injuntivo - Parte 02;19:03
Aula 14;Compreensão e interpretação de textos. Tipologia textual. Funções da linguagem;9;Texto Injuntivo - Parte 03;25:41
Aula 14;Compreensão e interpretação de textos. Tipologia textual. Funções da linguagem;10;Linguagem Verbal X Linguagem Não Verbal;09:12
Aula 14;Compreensão e interpretação de textos. Tipologia textual. Funções da linguagem;11;Compreensão e Interpretação de Textos - Recorrência;29:17
Aula 14;Compreensão e interpretação de textos. Tipologia textual. Funções da linguagem;12;Compreensão e Interpretação de Textos - Exercício de Fixação;35:34
Aula 14;Compreensão e interpretação de textos. Tipologia textual. Funções da linguagem;13;Compreensão e Interpretação de Textos - Questões de Concurso - Parte 01;41:15
Aula 14;Compreensão e interpretação de textos. Tipologia textual. Funções da linguagem;14;Compreensão e Interpretação de Textos - Questões de Concurso - Parte 02;25:21
Aula 14;Compreensão e interpretação de textos. Tipologia textual. Funções da linguagem;15;Compreensão e Interpretação de Textos - Questões de Concurso - Parte 03;13:46
Aula 14;Compreensão e interpretação de textos. Tipologia textual. Funções da linguagem;16;Compreensão e Interpretação de Textos - Questões de Concurso - Parte 04;32:48
Aula 14;Compreensão e interpretação de textos. Tipologia textual. Funções da linguagem;17;Inferência;37:39
Aula 14;Compreensão e interpretação de textos. Tipologia textual. Funções da linguagem;18;Questões de concursos - Parte 01;18:14
Aula 14;Compreensão e interpretação de textos. Tipologia textual. Funções da linguagem;19;Questões de concursos - Parte 02;13:27
Aula 14;Compreensão e interpretação de textos. Tipologia textual. Funções da linguagem;20;Questões de concursos - Parte 03;18:21
Aula 14;Compreensão e interpretação de textos. Tipologia textual. Funções da linguagem;21;Questões de concursos - Parte 04;19:06
Aula 14;Compreensão e interpretação de textos. Tipologia textual. Funções da linguagem;22;Organização estrutural dos textos;46:13
Aula 14;Compreensão e interpretação de textos. Tipologia textual. Funções da linguagem;23;Questões de Concurso - Organização Estrutural dos textos;49:48
Aula 15;Variação linguística;1;Variação Linguística;50:07
Aula 15;Variação linguística;2;Variação Linguística - Questões Comentadas;26:17
Aula 15;Variação linguística;3;Fala e Escrita / Níveis de Linguagem;42:24
Aula 15;Variação linguística;4;Fala e Escrita / Níveis de Linguagem - Questões Comentadas;22:21
