Aula;Subtítulo;Vídeo;Videoaula;Duração
Aula 20;Python + Ruby + Rails;17;Python - Questões Cesgranrio - Parte 0;01:39:43
Aula 20;Python + Ruby + Rails;18;Python - Questões Cesgranrio - Parte 0;49:57
Aula 20;Python + Ruby + Rails;19;Revisão de Python - Cesgranrio;10:01
Aula 21;Sistemas móveis: Android + iOS;1;Mobile iOS;09:32
Aula 21;Sistemas móveis: Android + iOS;2;Swift - Conceitos Básicos;28:31
Aula 21;Sistemas móveis: Android + iOS;3;Strings;27:48
Aula 21;Sistemas móveis: Android + iOS;4;Condicionais;35:04
Aula 21;Sistemas móveis: Android + iOS;5;Mobile iOS;15:34
Aula 21;Sistemas móveis: Android + iOS;6;Loops;09:20
Aula 21;Sistemas móveis: Android + iOS;7;Data structures;01:03:20
Aula 21;Sistemas móveis: Android + iOS;8;Functions;24:16
Aula 21;Sistemas móveis: Android + iOS;9;Structures;29:53
Aula 21;Sistemas móveis: Android + iOS;10;iOS;01:18:29
Aula 21;Sistemas móveis: Android + iOS;11;Introdução ao Android;28:47
Aula 21;Sistemas móveis: Android + iOS;12;Kotlin - Parte 01;40:37
Aula 21;Sistemas móveis: Android + iOS;13;Kotlin - Parte 02;33:38
Aula 21;Sistemas móveis: Android + iOS;14;Desenvolvimento Mobile - Parte 01;30:49
Aula 21;Sistemas móveis: Android + iOS;15;Desenvolvimento Mobile - Parte 02;29:33
Aula 21;Sistemas móveis: Android + iOS;16;Desenvolvimento Mobile - Parte 03;29:03
Aula 21;Sistemas móveis: Android + iOS;17;Desenvolvimento Mobile - Parte 04;36:51
Aula 21;Sistemas móveis: Android + iOS;18;Desenvolvimento Mobile - Parte 05;33:21
Aula 21;Sistemas móveis: Android + iOS;19;Desenvolvimento Mobile - Parte 06;27:53
Aula 21;Sistemas móveis: Android + iOS;20;Desenvolvimento Mobile - Parte 07;27:17
Aula 22;Sistemas móveis hibridos: React Native + Flutter + Cordova + Ionic;1;Hibrido/Cros - Parte 01;34:45
Aula 22;Sistemas móveis hibridos: React Native + Flutter + Cordova + Ionic;2;Hibrido/Cros - Parte 02;28:45
Aula 22;Sistemas móveis hibridos: React Native + Flutter + Cordova + Ionic;3;React Native - Parte 01;42:57
Aula 22;Sistemas móveis hibridos: React Native + Flutter + Cordova + Ionic;4;React Native - Parte 02;43:16
Aula 23;XML, XSLT, XSD, XHTML, DHTML;1;Esse curso é para você?;06:58
Aula 23;XML, XSLT, XSD, XHTML, DHTML;2;XML - Teoria;01:26:24
Aula 23;XML, XSLT, XSD, XHTML, DHTML;3;XML - Revisão;21:33
Aula 23;XML, XSLT, XSD, XHTML, DHTML;4;XML - Questões;43:23
Aula 24 (Somente em Vídeo);Padrões de Projeto, SOLID e GRASP - Visão DEV;1;Padrões de Projetos - Motivação inicial;39:27
Aula 24 (Somente em Vídeo);Padrões de Projeto, SOLID e GRASP - Visão DEV;2;GoF - Introdução;10:00
Aula 24 (Somente em Vídeo);Padrões de Projeto, SOLID e GRASP - Visão DEV;3;GoF - Criacionais;29:35
Aula 24 (Somente em Vídeo);Padrões de Projeto, SOLID e GRASP - Visão DEV;4;GoF - Estruturais;28:21
Aula 24 (Somente em Vídeo);Padrões de Projeto, SOLID e GRASP - Visão DEV;5;GoF - Comportamentais;32:07
Aula 24 (Somente em Vídeo);Padrões de Projeto, SOLID e GRASP - Visão DEV;6;Questões;41:29
Aula 24 (Somente em Vídeo);Padrões de Projeto, SOLID e GRASP - Visão DEV;7;Revisão - Por quê padrões são importantes?;23:22
Aula 24 (Somente em Vídeo);Padrões de Projeto, SOLID e GRASP - Visão DEV;8;Revisão GoF;19:45
Aula 24 (Somente em Vídeo);Padrões de Projeto, SOLID e GRASP - Visão DEV;9;Padrões GRASP;51:48
Aula 24 (Somente em Vídeo);Padrões de Projeto, SOLID e GRASP - Visão DEV;10;Questões - Parte 01;23:40
Aula 24 (Somente em Vídeo);Padrões de Projeto, SOLID e GRASP - Visão DEV;11;S.O.L.I.D;38:37
Aula 24 (Somente em Vídeo);Padrões de Projeto, SOLID e GRASP - Visão DEV;12;Questões - Parte 02;06:52
Aula 25 (Somente em Vídeo);ElasticSearch, Logstash, Kibana;1;Elasticseach;01:21:13
Aula 25 (Somente em Vídeo);ElasticSearch, Logstash, Kibana;2;Logstash;14:24
Aula 25 (Somente em Vídeo);ElasticSearch, Logstash, Kibana;3;Kibana;12:05
Aula 25 (Somente em Vídeo);ElasticSearch, Logstash, Kibana;4;Elk Stack - Parte Prática;28:56
Aula 25 (Somente em Vídeo);ElasticSearch, Logstash, Kibana;5;Efk Stack;06:21
Aula 25 (Somente em Vídeo);ElasticSearch, Logstash, Kibana;6;Questões;47:46
Aula 26 (Prof. Raphael) - Somente em Vídeo;"O.O em Python; Python I/O - arquivos e banco de dados; Python - Exceptions;";1;#o.o;47:06
Aula 26 (Prof. Raphael) - Somente em Vídeo;"O.O em Python; Python I/O - arquivos e banco de dados; Python - Exceptions;";2;Questões #o.o;53:39
Aula 26 (Prof. Raphael) - Somente em Vídeo;"O.O em Python; Python I/O - arquivos e banco de dados; Python - Exceptions;";3;Dunder Comprehensions;17:56
Aula 26 (Prof. Raphael) - Somente em Vídeo;"O.O em Python; Python I/O - arquivos e banco de dados; Python - Exceptions;";4;Questões;04:02
Aula 26 (Prof. Raphael) - Somente em Vídeo;"O.O em Python; Python I/O - arquivos e banco de dados; Python - Exceptions;";5;I/o;06:44
Aula 26 (Prof. Raphael) - Somente em Vídeo;"O.O em Python; Python I/O - arquivos e banco de dados; Python - Exceptions;";6;Prompt - 01;04:54
Aula 26 (Prof. Raphael) - Somente em Vídeo;"O.O em Python; Python I/O - arquivos e banco de dados; Python - Exceptions;";7;#banco de Dados;06:46
Aula 26 (Prof. Raphael) - Somente em Vídeo;"O.O em Python; Python I/O - arquivos e banco de dados; Python - Exceptions;";8;Prompt - 02;19:06
Aula 26 (Prof. Raphael) - Somente em Vídeo;"O.O em Python; Python I/O - arquivos e banco de dados; Python - Exceptions;";9;Prompt - 03;02:50
Aula 26 (Prof. Raphael) - Somente em Vídeo;"O.O em Python; Python I/O - arquivos e banco de dados; Python - Exceptions;";10;Exceptions;11:20
Aula 26 (Prof. Raphael) - Somente em Vídeo;"O.O em Python; Python I/O - arquivos e banco de dados; Python - Exceptions;";11;Python Intermediário;08:58
Aula 26 (Prof. Raphael) - Somente em Vídeo;"O.O em Python; Python I/O - arquivos e banco de dados; Python - Exceptions;";12;I/o - Imput Output;09:52
Aula 26 (Prof. Raphael) - Somente em Vídeo;"O.O em Python; Python I/O - arquivos e banco de dados; Python - Exceptions;";13;Banco de Dados;06:50
Aula 27 (Prof. Raphael) - Somente em Vídeo;"Pytest e testContainer; pip; Programação Funcional; Django; Flask";1;Python Pip;16:42
Aula 27 (Prof. Raphael) - Somente em Vídeo;"Pytest e testContainer; pip; Programação Funcional; Django; Flask";2;Pytest;13:36
Aula 27 (Prof. Raphael) - Somente em Vídeo;"Pytest e testContainer; pip; Programação Funcional; Django; Flask";3;Questões Pytest;04:57
Aula 27 (Prof. Raphael) - Somente em Vídeo;"Pytest e testContainer; pip; Programação Funcional; Django; Flask";4;Test Containers;17:23
Aula 27 (Prof. Raphael) - Somente em Vídeo;"Pytest e testContainer; pip; Programação Funcional; Django; Flask";5;Programação Funcional;25:39
Aula 27 (Prof. Raphael) - Somente em Vídeo;"Pytest e testContainer; pip; Programação Funcional; Django; Flask";6;Questões Programação Funcional;31:04
Aula 27 (Prof. Raphael) - Somente em Vídeo;"Pytest e testContainer; pip; Programação Funcional; Django; Flask";7;Json - Questões Json;05:45
Aula 27 (Prof. Raphael) - Somente em Vídeo;"Pytest e testContainer; pip; Programação Funcional; Django; Flask";8;Questões Python Web Flask;06:36
Aula 27 (Prof. Raphael) - Somente em Vídeo;"Pytest e testContainer; pip; Programação Funcional; Django; Flask";9;Python Web Django;18:38
Aula 27 (Prof. Raphael) - Somente em Vídeo;"Pytest e testContainer; pip; Programação Funcional; Django; Flask";10;Revisão de Pip;02:32
Aula 27 (Prof. Raphael) - Somente em Vídeo;"Pytest e testContainer; pip; Programação Funcional; Django; Flask";11;Revisão de Test Containers;03:07
Aula 27 (Prof. Raphael) - Somente em Vídeo;"Pytest e testContainer; pip; Programação Funcional; Django; Flask";12;Revisão de Programação Funcional;04:57
Aula 27 (Prof. Raphael) - Somente em Vídeo;"Pytest e testContainer; pip; Programação Funcional; Django; Flask";13;Revisão de Json;01:40
Aula 27 (Prof. Raphael) - Somente em Vídeo;"Pytest e testContainer; pip; Programação Funcional; Django; Flask";14;Revisão de Python Web Flask;05:15
Aula 27 (Prof. Raphael) - Somente em Vídeo;"Pytest e testContainer; pip; Programação Funcional; Django; Flask";15;Python Web Django;09:53
Aula 27 (Prof. Raphael) - Somente em Vídeo;"Pytest e testContainer; pip; Programação Funcional; Django; Flask";16;Questões sobre Python Web Django;23:28
Aula 27 (Prof. Raphael) - Somente em Vídeo;"Pytest e testContainer; pip; Programação Funcional; Django; Flask";17;Parte Prática de Python Web Django;17:19
Aula 28 (Prof. Raphael) - Somente em Vídeo;"Arquitetura Hexagonal; Clean Architecture";1;;04:58
Aula 28 (Prof. Raphael) - Somente em Vídeo;"Arquitetura Hexagonal; Clean Architecture";2;;14:49
Aula 28 (Prof. Raphael) - Somente em Vídeo;"Arquitetura Hexagonal; Clean Architecture";3;;24:10
Aula 28 (Prof. Raphael) - Somente em Vídeo;"Arquitetura Hexagonal; Clean Architecture";4;;07:46
Aula 28 (Prof. Raphael) - Somente em Vídeo;"Arquitetura Hexagonal; Clean Architecture";5;;16:04
Aula 29 (Prof. Raphael) - Somente em Vídeo;Gitlab;1;Gitlab - Esse curso É Para Você?;05:22
Aula 29 (Prof. Raphael) - Somente em Vídeo;Gitlab;2;Gitlab - Conceitos Básicos;08:07
Aula 29 (Prof. Raphael) - Somente em Vídeo;Gitlab;3;Gitlab - Gestão de Projetos;00:40
Aula 29 (Prof. Raphael) - Somente em Vídeo;Gitlab;4;Gitlab - Merge Request;01:42
Aula 29 (Prof. Raphael) - Somente em Vídeo;Gitlab;5;Gitlab - Ci;10:48
Aula 29 (Prof. Raphael) - Somente em Vídeo;Gitlab;6;Gitlab - Runners;06:03
Aula 29 (Prof. Raphael) - Somente em Vídeo;Gitlab;7;GitLab;34:10
Aula 29 (Prof. Raphael) - Somente em Vídeo;Gitlab;8;Questões GitLab;01:17:25
Aula 30 (Prof. Raphael) - Somente em Vídeo;Linguagem C;1;Linguagem C;18:00
Aula 30 (Prof. Raphael) - Somente em Vídeo;Linguagem C;2;Mercado;11:12
Aula 30 (Prof. Raphael) - Somente em Vídeo;Linguagem C;3;Linguagem;10:20
Aula 30 (Prof. Raphael) - Somente em Vídeo;Linguagem C;4;Estruturas de PRogramação;22:44
Aula 30 (Prof. Raphael) - Somente em Vídeo;Linguagem C;5;Linguagem C - Revisão Parte 01;27:01
Aula 30 (Prof. Raphael) - Somente em Vídeo;Linguagem C;6;Linguagem C - Revisão Parte 02;16:47
Aula 30 (Prof. Raphael) - Somente em Vídeo;Linguagem C;7;Linguagem C - Revisão Parte 03;22:08
Aula 30 (Prof. Raphael) - Somente em Vídeo;Linguagem C;8;Linguagem C - Revisão Parte 04;30:13
Aula 30 (Prof. Raphael) - Somente em Vídeo;Linguagem C;9;Questões - Parte 01;31:29
Aula 30 (Prof. Raphael) - Somente em Vídeo;Linguagem C;10;Questões - Parte 02;51:04
Aula 30 (Prof. Raphael) - Somente em Vídeo;Linguagem C;11;Limguagem C;11:44
Aula 31 (Prof. Raphael) - Somente em Vídeo;"Flyway; Liquibase";1;Database Migrations - Parte 01;32:01
Aula 31 (Prof. Raphael) - Somente em Vídeo;"Flyway; Liquibase";2;Database Migrations - Parte 02;33:16
Aula 31 (Prof. Raphael) - Somente em Vídeo;"Flyway; Liquibase";3;Database Migrations - Parte 03;21:18
Aula 31 (Prof. Raphael) - Somente em Vídeo;"Flyway; Liquibase";4;Database Migrations - Questões;01:07
Aula 31 (Prof. Raphael) - Somente em Vídeo;"Flyway; Liquibase";5;Flyway - Parte 01;20:48
Aula 31 (Prof. Raphael) - Somente em Vídeo;"Flyway; Liquibase";6;Flyway - Parte 02;23:56
Aula 31 (Prof. Raphael) - Somente em Vídeo;"Flyway; Liquibase";7;Flyway - Questões;05:48
Aula 31 (Prof. Raphael) - Somente em Vídeo;"Flyway; Liquibase";8;Liquibase;18:26
Aula 31 (Prof. Raphael) - Somente em Vídeo;"Flyway; Liquibase";9;Database Migrations - Revisão;12:08
Aula 31 (Prof. Raphael) - Somente em Vídeo;"Flyway; Liquibase";10;Liquibase;19:41
